binomial,genus,epithet,family,order,group,nb,nb_sources,nb_countries,nb_sites,wsg_est,wsg_est_trunk,wsg_est_branch,wsg_raw
Evodia austrosinensis,Evodia,austrosinensis,Lauraceae,Laurales,Angiosperms,1,1,1,1,0.41,0.41,0.46,0.34
Garcinia multiflora,Garcinia,multiflora,Clusiaceae,Malpighiales,Angiosperms,4,3,2,3,0.72,0.74,0.63,0.71
Garcinia xanthochymus,Garcinia,xanthochymus,Clusiaceae,Malpighiales,Angiosperms,3,3,2,3,0.75,0.75,0.63,0.78
Harpullia cupanioides,Harpullia,cupanioides,Sapindaceae,Sapindales,Angiosperms,3,3,2,3,0.62,0.63,0.6,0.63
Endocomia macrocoma,Endocomia,macrocoma,Myristicaceae,Magnoliales,Angiosperms,1,1,1,1,0.51,0.51,0.5,0.52
Huodendron tibeticum,Huodendron,tibeticum,Styracaceae,Ericales,Angiosperms,2,2,1,2,0.53,0.53,0.53,0.53
Ilex pseudomachilifolia,Ilex,pseudomachilifolia,Aquifoliaceae,Aquifoliales,Angiosperms,1,1,1,1,0.6,0.6,0.56,0.58
Knema erratica,Knema,erratica,Myristicaceae,Magnoliales,Angiosperms,1,1,1,1,0.52,0.52,0.52,0.46
Lithocarpus acutissima,Lithocarpus,acutissima,Fagaceae,Fagales,Angiosperms,1,1,1,1,0.81,0.82,0.68,0.88
Lithocarpus cleistocarpus,Lithocarpus,cleistocarpus,Fagaceae,Fagales,Angiosperms,1,1,1,1,0.63,0.63,0.59,0.55
Lithocarpus echinotholus,Lithocarpus,echinotholus,Fagaceae,Fagales,Angiosperms,1,1,1,1,0.76,0.76,0.65,0.78
Lithocarpus megalophyllus,Lithocarpus,megalophyllus,Fagaceae,Fagales,Angiosperms,1,1,1,1,0.67,0.67,0.61,0.61
Lithocarpus truncatus,Lithocarpus,truncatus,Fagaceae,Fagales,Angiosperms,1,1,1,1,0.79,0.79,0.67,0.84
Lithocarpus fangii,Lithocarpus,fangii,Fagaceae,Fagales,Angiosperms,1,1,1,1,0.64,0.64,0.6,0.58
Litsea chinpingensis,Litsea,chinpingensis,Lauraceae,Laurales,Angiosperms,1,1,1,1,0.43,0.43,0.47,0.36
Litsea sessiliflora,Litsea,sessiliflora,Lauraceae,Laurales,Angiosperms,1,1,1,1,0.49,0.49,0.5,0.47
Litsea panamanja,Litsea,panamanja,Lauraceae,Laurales,Angiosperms,1,1,1,1,0.43,0.43,0.47,0.36
Macaranga indica,Macaranga,indica,Euphorbiaceae,Malpighiales,Angiosperms,1,1,1,1,0.37,0.37,0.39,0.31
Machilus kwangtungensis,Machilus,kwangtungensis,Lauraceae,Laurales,Angiosperms,1,1,1,1,0.53,0.53,0.53,0.52
Machilus yunnanensis,Machilus,yunnanensis,Lauraceae,Laurales,Angiosperms,1,1,1,1,0.52,0.52,0.52,0.48
Machilus rufipes,Machilus,rufipes,Lauraceae,Laurales,Angiosperms,2,2,1,2,0.6,0.61,0.56,0.65
Magnolia henryi,Magnolia,henryi,Magnoliaceae,Magnoliales,Angiosperms,2,2,1,2,0.67,0.67,0.58,0.76
Magnolia insignis,Magnolia,insignis,Magnoliaceae,Magnoliales,Angiosperms,2,2,2,2,0.44,0.44,0.48,0.41
Meliosma dumicola,Meliosma,dumicola,Sabiaceae,Proteales,Angiosperms,1,1,1,1,0.54,0.54,0.5,0.54
Morus cathayana,Morus,cathayana,Moraceae,Rosales,Angiosperms,2,2,1,2,0.6,0.6,0.54,0.6
Neocinnamomum caudatum,Neocinnamomum,caudatum,Lauraceae,Laurales,Angiosperms,1,1,1,1,0.51,0.51,0.52,0.46
Neonauclea griffithii,Neonauclea,griffithii,Rubiaceae,Gentianales,Angiosperms,1,1,1,1,0.64,0.64,0.61,0.62
Neonauclea tsaiana,Neonauclea,tsaiana,Rubiaceae,Gentianales,Angiosperms,2,2,1,2,0.67,0.67,0.62,0.71
Tetrapilus brachiatus,Tetrapilus,brachiatus,Oleaceae,Lamiales,Angiosperms,2,2,2,2,0.7,0.7,0.65,0.7
Ormosia henryi,Ormosia,henryi,Fabaceae,Fabales,Angiosperms,2,2,1,2,0.51,0.51,0.49,0.47
Ormosia microphylla,Ormosia,microphylla,Fabaceae,Fabales,Angiosperms,1,1,1,1,0.63,0.63,0.55,0.69
Ormosia yunnanensis,Ormosia,yunnanensis,Fabaceae,Fabales,Angiosperms,1,1,1,1,0.62,0.63,0.54,0.63
Paulownia elongata,Paulownia,elongata,Paulowniaceae,Lamiales,Angiosperms,2,2,1,2,0.25,0.25,0.34,0.23
Phoebe bournei,Phoebe,bournei,Lauraceae,Laurales,Angiosperms,1,1,1,1,0.5,0.5,0.51,0.47
Phoebe neurantha,Phoebe,neurantha,Lauraceae,Laurales,Angiosperms,1,1,1,1,0.46,0.46,0.49,0.38
Phoebe puwenensis,Phoebe,puwenensis,Lauraceae,Laurales,Angiosperms,2,2,1,2,0.5,0.51,0.51,0.52
Picea neoveitchii,Picea,neoveitchii,Pinaceae,Pinales,Gymnosperms,1,1,1,1,0.44,0.44,0.51,0.41
Populus baichenensis,Populus,baichenensis,Salicaceae,Malpighiales,Angiosperms,1,1,1,1,0.37,0.37,0.44,0.33
Populus berolinensis,Populus,berolinensis,Salicaceae,Malpighiales,Angiosperms,2,2,1,2,0.37,0.37,0.44,0.36
Populus dakuanensis,Populus,dakuanensis,Salicaceae,Malpighiales,Angiosperms,1,1,1,1,0.38,0.38,0.44,0.34
Populus popularis,Populus,popularis,Salicaceae,Malpighiales,Angiosperms,1,1,1,1,0.37,0.37,0.44,0.32
Populus pseudosimonii,Populus,pseudosimonii,Salicaceae,Malpighiales,Angiosperms,2,2,1,2,0.36,0.36,0.44,0.34
Populus smionigro,Populus,smionigro,Salicaceae,Malpighiales,Angiosperms,1,1,1,1,0.39,0.39,0.45,0.35
Populus tomenbolleana,Populus,tomenbolleana,Salicaceae,Malpighiales,Angiosperms,1,1,1,1,0.4,0.4,0.45,0.37
Pterospermum diversifolium,Pterospermum,diversifolium,Malvaceae,Malvales,Angiosperms,4,4,4,4,0.55,0.56,0.51,0.56
Pterospermum menglunense,Pterospermum,menglunense,Malvaceae,Malvales,Angiosperms,2,2,1,2,0.45,0.45,0.46,0.45
Pterostyrax benzoin,Pterostyrax,benzoin,Styracaceae,Ericales,Angiosperms,1,1,1,1,0.39,0.39,0.44,0.35
Pterostyrax corymbosus,Pterostyrax,corymbosus,Styracaceae,Ericales,Angiosperms,6,2,2,2,0.48,0.49,0.48,0.45
Pterostyrax psilophyllus,Pterostyrax,psilophyllus,Styracaceae,Ericales,Angiosperms,2,2,1,2,0.41,0.41,0.45,0.41
Trigonobalanus doichangensis,Trigonobalanus,doichangensis,Fagaceae,Fagales,Angiosperms,1,1,1,1,0.73,0.74,0.66,0.75
Radermachera microcalyx,Radermachera,microcalyx,Bignoniaceae,Lamiales,Angiosperms,2,2,1,2,0.52,0.52,0.52,0.52
Radermachera yunnanensis,Radermachera,yunnanensis,Bignoniaceae,Lamiales,Angiosperms,1,1,1,1,0.53,0.53,0.53,0.48
Rhodoleia parvipetala,Rhodoleia,parvipetala,Hamamelidaceae,Saxifragales,Angiosperms,1,1,1,1,0.54,0.54,0.55,0.49
Salix purpurea,Salix,purpurea,Salicaceae,Malpighiales,Angiosperms,3,3,2,3,0.48,0.47,0.49,0.47
Sapindus rarak,Sapindus,rarak,Sapindaceae,Sapindales,Angiosperms,2,2,2,2,0.58,0.58,0.59,0.51
Heptapleurum chinense,Heptapleurum,chinense,Araliaceae,Apiales,Angiosperms,1,1,1,1,0.39,0.39,0.44,0.36
Stereospermum colais,Stereospermum,colais,Bignoniaceae,Lamiales,Angiosperms,3,3,2,3,0.66,0.66,0.61,0.67
Syzygium hancei,Syzygium,hancei,Myrtaceae,Myrtales,Angiosperms,2,2,1,2,0.67,0.7,0.62,0.64
Trewia nudiflora,Trewia,nudiflora,Euphorbiaceae,Malpighiales,Angiosperms,2,2,2,2,0.38,0.38,0.44,0.36
Ulmus parviflora,Ulmus,parviflora,Ulmaceae,Rosales,Angiosperms,1,1,1,1,0.67,0.68,0.61,0.74
Ulmus lanceifolia,Ulmus,lanceifolia,Ulmaceae,Rosales,Angiosperms,2,2,2,2,0.71,0.71,0.63,0.74
Vatica guangxiensis,Vatica,guangxiensis,Dipterocarpaceae,Malvales,Angiosperms,1,1,1,1,0.7,0.7,0.65,0.64
Croton congestus,Croton,congestus,Euphorbiaceae,Malpighiales,Angiosperms,6,2,2,2,0.59,0.6,0.55,0.56
Abies veitchii,Abies,veitchii,Pinaceae,Pinales,Gymnosperms,8,2,1,2,0.38,0.38,0.47,0.37
Allophylus arboreus,Allophylus,arboreus,Sapindaceae,Sapindales,Angiosperms,11,1,1,1,0.62,0.63,0.58,0.63
Allophylus nigrescens,Allophylus,nigrescens,Sapindaceae,Sapindales,Angiosperms,10,1,1,1,0.6,0.6,0.57,0.6
Bathiorhamnus louvelii,Bathiorhamnus,louvelii,Rhamnaceae,Rosales,Angiosperms,12,1,1,1,0.69,0.69,0.64,0.69
Brachylaena perrieri,Brachylaena,perrieri,Asteraceae,Asterales,Angiosperms,4,1,1,1,0.68,0.68,0.64,0.67
Canarium planifolium,Canarium,planifolium,Burseraceae,Sapindales,Angiosperms,11,1,1,1,0.56,0.56,0.52,0.56
Clerodendrum petunioides,Clerodendrum,petunioides,Lamiaceae,Lamiales,Angiosperms,10,2,1,2,0.58,0.58,0.51,0.6
Dichaetanthera oblongifolia,Dichaetanthera,oblongifolia,Melastomataceae,Myrtales,Angiosperms,11,2,1,2,0.34,0.34,0.42,0.33
Dracaena reflexa,Dracaena,reflexa,Asparagaceae,Asparagales,Angiosperms,13,4,3,4,0.44,0.44,0.46,0.44
Elaeocarpus alnifolius,Elaeocarpus,alnifolius,Elaeocarpaceae,Oxalidales,Angiosperms,12,1,1,1,0.47,0.47,0.52,0.46
Hyperacanthus glabrifolius,Hyperacanthus,glabrifolius,Rubiaceae,Gentianales,Angiosperms,10,1,1,1,0.65,0.65,0.61,0.64
Hyperacanthus poivrei,Hyperacanthus,poivrei,Rubiaceae,Gentianales,Angiosperms,2,1,1,1,0.67,0.67,0.62,0.68
Brownlowia tersa,Brownlowia,tersa,Malvaceae,Malvales,Angiosperms,13,1,1,1,0.46,0.47,0.48,0.46
Noronhia boivinii,Noronhia,boivinii,Oleaceae,Lamiales,Angiosperms,10,1,1,1,0.72,0.72,0.67,0.72
Ouratea lanceolata,Ouratea,lanceolata,Ochnaceae,Malpighiales,Angiosperms,8,1,1,1,0.68,0.69,0.65,0.68
Peponidium micranthum,Peponidium,micranthum,Rubiaceae,Gentianales,Angiosperms,13,1,1,1,0.68,0.69,0.63,0.68
Podocarpus madagascariensis,Podocarpus,madagascariensis,Podocarpaceae,Cupressales,Gymnosperms,12,1,1,1,0.59,0.6,0.57,0.6
Psiadia altissima,Psiadia,altissima,Asteraceae,Asterales,Angiosperms,5,2,1,2,0.54,0.55,0.54,0.52
Psychotria humblotii,Psychotria,humblotii,Rubiaceae,Gentianales,Angiosperms,3,1,1,1,0.45,0.45,0.51,0.42
Viguieranthus alternans,Viguieranthus,alternans,Fabaceae,Fabales,Angiosperms,4,1,1,1,0.67,0.67,0.62,0.68
Abrahamia oblongifolia,Abrahamia,oblongifolia,Anacardiaceae,Sapindales,Angiosperms,1,1,1,1,0.55,0.55,0.55,0.52
Ambavia capuronii,Ambavia,capuronii,Annonaceae,Magnoliales,Angiosperms,1,1,1,1,0.53,0.53,0.53,0.52
Anthocleista amplexicaulis,Anthocleista,amplexicaulis,Gentianaceae,Gentianales,Angiosperms,1,1,1,1,0.53,0.54,0.58,0.55
Bremeria erectiloba,Bremeria,erectiloba,Rubiaceae,Gentianales,Angiosperms,1,1,1,1,0.56,0.56,0.55,0.55
Cassinopsis madagascariensis,Cassinopsis,madagascariensis,Icacinaceae,Icacinales,Angiosperms,2,2,1,2,0.49,0.49,0.51,0.46
Chassalia ternifolia,Chassalia,ternifolia,Rubiaceae,Gentianales,Angiosperms,2,2,1,2,0.5,0.5,0.53,0.42
Cynometra lyallii,Cynometra,lyallii,Fabaceae,Fabales,Angiosperms,1,1,1,1,0.7,0.7,0.65,0.64
Deinbollia neglecta,Deinbollia,neglecta,Sapindaceae,Sapindales,Angiosperms,1,1,1,1,0.62,0.62,0.59,0.63
Dombeya antsianakensis,Dombeya,antsianakensis,Malvaceae,Malvales,Angiosperms,1,1,1,1,0.44,0.44,0.47,0.41
Dombeya dichotomopsis,Dombeya,dichotomopsis,Malvaceae,Malvales,Angiosperms,1,1,1,1,0.52,0.52,0.51,0.56
Dombeya hilsenbergii,Dombeya,hilsenbergii,Malvaceae,Malvales,Angiosperms,1,1,1,1,0.42,0.42,0.46,0.37
Erythroxylum nitidulum,Erythroxylum,nitidulum,Erythroxylaceae,Malpighiales,Angiosperms,1,1,1,1,0.65,0.65,0.65,0.59
Ficus trichoclada,Ficus,trichoclada,Moraceae,Rosales,Angiosperms,1,1,1,1,0.38,0.38,0.43,0.33
Gaertnera brevipedicellata,Gaertnera,brevipedicellata,Rubiaceae,Gentianales,Angiosperms,1,1,1,1,0.52,0.52,0.54,0.51
Gaertnera obovata,Gaertnera,obovata,Rubiaceae,Gentianales,Angiosperms,4,3,1,3,0.49,0.49,0.53,0.45
Garcinia aphanophlebia,Garcinia,aphanophlebia,Clusiaceae,Malpighiales,Angiosperms,1,1,1,1,0.68,0.68,0.6,0.65
Garcinia goudotiana,Garcinia,goudotiana,Clusiaceae,Malpighiales,Angiosperms,1,1,1,1,0.59,0.59,0.56,0.49
Lemyrea krugii,Lemyrea,krugii,Rubiaceae,Gentianales,Angiosperms,1,1,1,1,0.58,0.58,0.57,0.56
Macaranga myriolepida,Macaranga,myriolepida,Euphorbiaceae,Malpighiales,Angiosperms,1,1,1,1,0.49,0.5,0.45,0.57
Mammea vatoensis,Mammea,vatoensis,Calophyllaceae,Malpighiales,Angiosperms,1,1,1,1,0.69,0.69,0.68,0.66
Micronychia macrophylla,Micronychia,macrophylla,Anacardiaceae,Sapindales,Angiosperms,1,1,1,1,0.5,0.5,0.51,0.48
Noronhia grandifolia,Noronhia,grandifolia,Oleaceae,Lamiales,Angiosperms,1,1,1,1,0.64,0.64,0.64,0.61
Noronhia incurvifolia,Noronhia,incurvifolia,Oleaceae,Lamiales,Angiosperms,1,1,1,1,0.58,0.58,0.61,0.5
Noronhia introversa,Noronhia,introversa,Oleaceae,Lamiales,Angiosperms,1,1,1,1,0.57,0.57,0.61,0.48
Nuxia pachyphylla,Nuxia,pachyphylla,Stilbaceae,Lamiales,Angiosperms,1,1,1,1,0.57,0.57,0.57,0.49
Oncostemum nervosum,Oncostemum,nervosum,Primulaceae,Ericales,Angiosperms,1,1,1,1,0.49,0.49,0.51,0.45
Oncostemum palmiforme,Oncostemum,palmiforme,Primulaceae,Ericales,Angiosperms,1,1,1,1,0.6,0.61,0.56,0.67
Polycardia libera,Polycardia,libera,Celastraceae,Celastrales,Angiosperms,1,1,1,1,0.61,0.61,0.59,0.6
Polyscias ariadnes,Polyscias,ariadnes,Araliaceae,Apiales,Angiosperms,1,1,1,1,0.39,0.39,0.4,0.37
Polyscias tripinnata,Polyscias,tripinnata,Araliaceae,Apiales,Angiosperms,2,2,1,2,0.51,0.52,0.46,0.5
Potameia rubra,Potameia,rubra,Lauraceae,Laurales,Angiosperms,1,1,1,1,0.53,0.53,0.54,0.47
Psychotria mandrarensis,Psychotria,mandrarensis,Rubiaceae,Gentianales,Angiosperms,1,1,1,1,0.6,0.6,0.58,0.64
Psychotria reducta,Psychotria,reducta,Rubiaceae,Gentianales,Angiosperms,2,2,1,2,0.5,0.5,0.53,0.41
Ravenala madagascariensis,Ravenala,madagascariensis,Strelitziaceae,Zingiberales,Angiosperms,1,1,1,1,0.21,0.21,0.33,0.12
Rhodocolea racemosa,Rhodocolea,racemosa,Bignoniaceae,Lamiales,Angiosperms,1,1,1,1,0.64,0.64,0.6,0.66
Scolopia madagascariensis,Scolopia,madagascariensis,Salicaceae,Malpighiales,Angiosperms,1,1,1,1,0.71,0.71,0.66,0.69
Tambourissa perrieri,Tambourissa,perrieri,Monimiaceae,Laurales,Angiosperms,1,1,1,1,0.47,0.47,0.49,0.45
Abrahamia turkii,Abrahamia,turkii,Anacardiaceae,Sapindales,Angiosperms,1,1,1,1,0.61,0.61,0.58,0.78
Agauria polyphylla,Agauria,polyphylla,Ericaceae,Ericales,Angiosperms,1,1,1,1,0.36,0.36,0.44,0.4
Antidesma petiolatum,Antidesma,petiolatum,Phyllanthaceae,Malpighiales,Angiosperms,1,1,1,1,0.49,0.49,0.53,0.5
Beilschmiedia pedicellata,Beilschmiedia,pedicellata,Lauraceae,Laurales,Angiosperms,1,1,1,1,0.64,0.65,0.6,0.85
Beilschmiedia rugosa,Beilschmiedia,rugosa,Lauraceae,Laurales,Angiosperms,1,1,1,1,0.62,0.62,0.59,0.8
Colea lantziana,Colea,lantziana,Bignoniaceae,Lamiales,Angiosperms,2,1,1,1,0.47,0.47,0.5,0.57
Dombeya erythroclada,Dombeya,erythroclada,Malvaceae,Malvales,Angiosperms,1,1,1,1,0.36,0.36,0.44,0.39
Garcinia megistophylla,Garcinia,megistophylla,Clusiaceae,Malpighiales,Angiosperms,1,1,1,1,0.68,0.68,0.6,0.79
Psychotria parkeri,Psychotria,parkeri,Rubiaceae,Gentianales,Angiosperms,2,2,1,2,0.54,0.54,0.55,0.54
Symphonia gymnoclada,Symphonia,gymnoclada,Clusiaceae,Malpighiales,Angiosperms,2,2,1,2,0.58,0.58,0.6,0.58
Symphonia microphylla,Symphonia,microphylla,Clusiaceae,Malpighiales,Angiosperms,2,2,1,2,0.62,0.62,0.61,0.7
Uvaria acuminata,Uvaria,acuminata,Annonaceae,Magnoliales,Angiosperms,1,1,1,1,0.62,0.63,0.58,0.81
Gymnanthemum exsertum,Gymnanthemum,exsertum,Asteraceae,Asterales,Angiosperms,1,1,1,1,0.37,0.37,0.43,0.43
Abrophyllum ornans,Abrophyllum,ornans,Rousseaceae,Asterales,Angiosperms,4,3,1,3,0.61,0.61,0.58,0.57
Acacia boormanii,Acacia,boormanii,Fabaceae,Fabales,Angiosperms,3,2,1,2,0.6,0.6,0.61,0.5
Acacia floribunda,Acacia,floribunda,Fabaceae,Fabales,Angiosperms,10,4,1,8,0.61,0.61,0.61,0.56
Acacia leiocalyx,Acacia,leiocalyx,Fabaceae,Fabales,Angiosperms,8,3,1,3,0.63,0.63,0.62,0.58
Acacia mearnsii,Acacia,mearnsii,Fabaceae,Fabales,Angiosperms,16,5,5,9,0.67,0.68,0.64,0.61
Bursaria spinosa,Bursaria,spinosa,Pittosporaceae,Apiales,Angiosperms,8,6,2,6,0.69,0.71,0.63,0.68
Melaleuca subulata,Melaleuca,subulata,Myrtaceae,Myrtales,Angiosperms,2,2,1,2,0.71,0.72,0.65,0.66
Androcalva fraseri,Androcalva,fraseri,Malvaceae,Malvales,Angiosperms,2,2,1,2,0.42,0.43,0.46,0.37
Coprosma quadrifida,Coprosma,quadrifida,Rubiaceae,Gentianales,Angiosperms,11,5,1,5,0.59,0.6,0.57,0.56
Eucalyptus amplifolia,Eucalyptus,amplifolia,Myrtaceae,Myrtales,Angiosperms,4,3,1,3,0.81,0.82,0.69,0.78
Eucalyptus camphora,Eucalyptus,camphora,Myrtaceae,Myrtales,Angiosperms,5,2,1,4,0.6,0.61,0.6,0.52
Eucalyptus cypellocarpa,Eucalyptus,cypellocarpa,Myrtaceae,Myrtales,Angiosperms,6,5,1,5,0.68,0.69,0.63,0.62
Eucalyptus elata,Eucalyptus,elata,Myrtaceae,Myrtales,Angiosperms,6,4,1,5,0.62,0.63,0.61,0.57
Eucalyptus radiata,Eucalyptus,radiata,Myrtaceae,Myrtales,Angiosperms,13,5,1,7,0.62,0.63,0.61,0.58
Eucalyptus rubida,Eucalyptus,rubida,Myrtaceae,Myrtales,Angiosperms,11,7,2,7,0.59,0.57,0.62,0.54
Eucalyptus stellulata,Eucalyptus,stellulata,Myrtaceae,Myrtales,Angiosperms,4,3,1,3,0.68,0.71,0.6,0.62
Melicytus dentatus,Melicytus,dentatus,Violaceae,Malpighiales,Angiosperms,4,3,1,4,0.56,0.57,0.55,0.52
Leptospermum brevipes,Leptospermum,brevipes,Myrtaceae,Myrtales,Angiosperms,13,2,1,9,0.76,0.77,0.69,0.7
Notelaea microcarpa,Notelaea,microcarpa,Oleaceae,Lamiales,Angiosperms,3,2,1,2,0.7,0.71,0.66,0.64
Pomaderris aspera,Pomaderris,aspera,Rhamnaceae,Rosales,Angiosperms,14,4,1,6,0.61,0.65,0.53,0.57
Acacia binervia,Acacia,binervia,Fabaceae,Fabales,Angiosperms,1,1,1,1,0.69,0.69,0.65,0.62
Acacia difficilis,Acacia,difficilis,Fabaceae,Fabales,Angiosperms,3,2,1,2,0.72,0.72,0.66,0.72
Senegalia greggii,Senegalia,greggii,Fabaceae,Fabales,Angiosperms,3,3,1,3,0.71,0.71,0.67,0.72
Acacia latescens,Acacia,latescens,Fabaceae,Fabales,Angiosperms,3,2,1,2,0.67,0.67,0.64,0.61
Acacia linifolia,Acacia,linifolia,Fabaceae,Fabales,Angiosperms,1,1,1,1,0.7,0.7,0.65,0.63
Acacia oncinocarpa,Acacia,oncinocarpa,Fabaceae,Fabales,Angiosperms,1,1,1,1,0.66,0.66,0.64,0.57
Acacia parvipinnula,Acacia,parvipinnula,Fabaceae,Fabales,Angiosperms,4,3,1,3,0.67,0.7,0.62,0.63
Achatocarpus gracilis,Achatocarpus,gracilis,Achatocarpaceae,Caryophyllales,Angiosperms,2,2,1,2,0.69,0.69,0.64,0.75
Adelia brandegeei,Adelia,brandegeei,Euphorbiaceae,Malpighiales,Angiosperms,1,1,1,1,0.68,0.68,0.62,0.69
Adenostoma fasciculatum,Adenostoma,fasciculatum,Rosaceae,Rosales,Angiosperms,8,7,2,8,0.75,0.75,0.72,0.75
Agonandra racemosa,Agonandra,racemosa,Opiliaceae,Santalales,Angiosperms,1,1,1,1,0.72,0.73,0.65,0.7
Allamanda blanchetii,Allamanda,blanchetii,Apocynaceae,Gentianales,Angiosperms,1,1,1,1,0.61,0.62,0.57,0.65
Allocasuarina distyla,Allocasuarina,distyla,Casuarinaceae,Fagales,Angiosperms,1,1,1,1,0.74,0.74,0.7,0.69
Alyxia leucogyne,Alyxia,leucogyne,Apocynaceae,Gentianales,Angiosperms,1,1,1,1,0.67,0.67,0.62,0.65
Ambrosia artemisiifolia,Ambrosia,artemisiifolia,Asteraceae,Asterales,Angiosperms,2,2,2,2,0.42,0.42,0.5,0.3
Ambrosia salsola,Ambrosia,salsola,Asteraceae,Asterales,Angiosperms,3,3,1,3,0.63,0.63,0.61,0.65
Amelanchier ovalis,Amelanchier,ovalis,Rosaceae,Rosales,Angiosperms,1,1,1,1,0.73,0.73,0.66,0.7
Amyema pendula,Amyema,pendula,Loranthaceae,Santalales,Angiosperms,1,1,1,1,0.69,0.69,0.65,0.65
Annona coriacea,Annona,coriacea,Annonaceae,Magnoliales,Angiosperms,3,3,1,3,0.44,0.46,0.42,0.41
Annona leptopetala,Annona,leptopetala,Annonaceae,Magnoliales,Angiosperms,14,3,1,3,0.63,0.64,0.53,0.68
Stenostomum urbanianum,Stenostomum,urbanianum,Rubiaceae,Gentianales,Angiosperms,5,4,1,4,0.59,0.58,0.59,0.57
Arctostaphylos glandulosa,Arctostaphylos,glandulosa,Ericaceae,Ericales,Angiosperms,4,4,1,4,0.66,0.65,0.63,0.64
Arctostaphylos patula,Arctostaphylos,patula,Ericaceae,Ericales,Angiosperms,1,1,1,1,0.64,0.64,0.62,0.59
Arctostaphylos peninsularis,Arctostaphylos,peninsularis,Ericaceae,Ericales,Angiosperms,1,1,1,1,0.65,0.65,0.63,0.61
Arctostaphylos pringlei,Arctostaphylos,pringlei,Ericaceae,Ericales,Angiosperms,1,1,1,1,0.63,0.63,0.62,0.58
Arctostaphylos uva-ursi,Arctostaphylos,uva-ursi,Ericaceae,Ericales,Angiosperms,1,1,1,1,0.55,0.55,0.58,0.43
Ardisia brevipedata,Ardisia,brevipedata,Primulaceae,Ericales,Angiosperms,4,3,1,3,0.61,0.61,0.6,0.62
Ardisia tuerckheimii,Ardisia,tuerckheimii,Primulaceae,Ericales,Angiosperms,1,1,1,1,0.63,0.63,0.61,0.63
Argemone mexicana,Argemone,mexicana,Papaveraceae,Ranunculales,Angiosperms,1,1,1,1,0.16,0.16,0.29,0.06
Argophyllum cryptophlebum,Argophyllum,cryptophlebum,Argophyllaceae,Asterales,Angiosperms,1,1,1,1,0.59,0.59,0.57,0.56
Artemisia californica,Artemisia,californica,Asteraceae,Asterales,Angiosperms,3,3,1,3,0.66,0.66,0.63,0.69
Asclepias subulata,Asclepias,subulata,Apocynaceae,Gentianales,Angiosperms,1,1,1,1,0.37,0.37,0.43,0.31
Astragalus circumdatus,Astragalus,circumdatus,Fabaceae,Fabales,Angiosperms,1,1,1,1,0.4,0.39,0.46,0.28
Athenaea pogogena,Athenaea,pogogena,Solanaceae,Solanales,Angiosperms,1,1,1,1,0.62,0.62,0.58,0.59
Atkinsonia ligustrina,Atkinsonia,ligustrina,Loranthaceae,Santalales,Angiosperms,1,1,1,1,0.63,0.63,0.6,0.59
Baccharis venosa,Baccharis,venosa,Asteraceae,Asterales,Angiosperms,1,1,1,1,0.5,0.5,0.51,0.42
Bauera rubioides,Bauera,rubioides,Cunoniaceae,Oxalidales,Angiosperms,1,1,1,1,0.64,0.64,0.6,0.62
Bauhinia rufa,Bauhinia,rufa,Fabaceae,Fabales,Angiosperms,2,2,1,2,0.65,0.66,0.59,0.64
Bellendena montana,Bellendena,montana,Proteaceae,Proteales,Angiosperms,1,1,1,1,0.67,0.67,0.62,0.66
Berberis aquifolium,Berberis,aquifolium,Berberidaceae,Ranunculales,Angiosperms,1,1,1,1,0.69,0.69,0.67,0.66
Berberis darwinii,Berberis,darwinii,Berberidaceae,Ranunculales,Angiosperms,1,1,1,1,0.69,0.69,0.66,0.64
Berberis empetrifolia,Berberis,empetrifolia,Berberidaceae,Ranunculales,Angiosperms,1,1,1,1,0.65,0.65,0.65,0.57
Berberis microphylla,Berberis,microphylla,Berberidaceae,Ranunculales,Angiosperms,4,4,2,4,0.74,0.73,0.72,0.76
Berberis serrato-dentata,Berberis,serrato-dentata,Berberidaceae,Ranunculales,Angiosperms,1,1,1,1,0.71,0.72,0.68,0.69
Betula lenta,Betula,lenta,Betulaceae,Fagales,Angiosperms,3,3,1,3,0.62,0.62,0.56,0.6
